Image_Name: _a_7,100 copy
Class: Hair
Inner Main Points: [(997.9223182841969, 74.8398862159165), (956.7760752925459, 71.5626134736044), (1000.109847759932, 103.66823638125285), (808.0748141181023, 167.22927880247246), (946.7270690262476, 105.44538891453303)]
Mask Points:
[[        933          42]
 [        933          54]
 [        930          57]
 [        924          57]
 [        921          54]
 [        912          54]
 [        909          57]
 [        903          57]
 [        900          60]
 [        897          60]
 [        894          63]
 [        891          63]
 [        888          66]
 [        885          66]
 [        879          72]
 [        876          72]
 [        873          75]
 [        867          75]
 [        858          84]
 [        855          84]
 [        852          87]
 [        846          87]
 [        843          90]
 [        840          90]
 [        837          93]
 [        834          93]
 [        831          96]
 [        828          96]
 [        825          99]
 [        819          99]
 [        816         102]
 [        819         105]
 [        819         108]
 [        822         111]
 [        822         117]
 [        819         120]
 [        819         126]
 [        810         135]
 [        807         135]
 [        807         138]
 [        798         147]
 [        786         147]
 [        786         171]
 [        795         171]
 [        801         177]
 [        801         186]
 [        798         189]
 [        786         189]
 [        786         213]
 [        801         213]
 [        804         216]
 [        807         216]
 [        810         219]
 [        810         231]
 [        807         234]
 [        807         246]
 [        810         249]
 [        816         249]
 [        819         252]
 [        822         249]
 [        825         249]
 [        831         243]
 [        831         195]
 [        837         189]
 [        837         186]
 [        843         180]
 [        843         174]
 [        855         162]
 [        855         159]
 [        858         156]
 [        858         150]
 [        861         147]
 [        861         144]
 [        867         138]
 [        867         135]
 [        888         114]
 [        891         114]
 [        894         111]
 [        900         111]
 [        903         108]
 [        909         108]
 [        912         105]
 [        918         105]
 [        930         117]
 [        930         120]
 [        951         141]
 [        951         144]
 [        954         144]
 [        954         135]
 [        957         132]
 [        957         123]
 [        960         120]
 [        966         120]
 [        969         123]
 [        972         123]
 [        975         126]
 [        978         126]
 [        981         129]
 [        984         129]
 [        990         135]
 [        993         135]
 [       1002         144]
 [       1002         147]
 [       1005         150]
 [       1005         156]
 [       1008         159]
 [       1008         177]
 [       1011         180]
 [       1014         180]
 [       1017         177]
 [       1026         177]
 [       1029         180]
 [       1029         183]
 [       1032         186]
 [       1032         192]
 [       1035         195]
 [       1035         201]
 [       1038         204]
 [       1038         210]
 [       1041         213]
 [       1041         222]
 [       1044         225]
 [       1044         231]
 [       1047         234]
 [       1047         237]
 [       1050         240]
 [       1056         240]
 [       1059         237]
 [       1071         237]
 [       1077         231]
 [       1083         231]
 [       1086         228]
 [       1089         228]
 [       1092         225]
 [       1092         213]
 [       1089         210]
 [       1092         207]
 [       1092         204]
 [       1095         201]
 [       1107         201]
 [       1107         195]
 [       1095         195]
 [       1083         183]
 [       1083         180]
 [       1080         177]
 [       1080         174]
 [       1077         171]
 [       1077         159]
 [       1074         156]
 [       1074         150]
 [       1071         147]
 [       1071         144]
 [       1065         138]
 [       1065         129]
 [       1062         126]
 [       1062         123]
 [       1071         114]
 [       1074         114]
 [       1074         111]
 [       1068         111]
 [       1065         108]
 [       1062         108]
 [       1053          99]
 [       1047          99]
 [       1032          84]
 [       1029          84]
 [       1002          57]
 [        996          57]
 [        993          54]
 [        987          54]
 [        984          57]
 [        969          57]
 [        966          60]
 [        963          57]
 [        960          57]
 [        957          54]
 [        957          42]]
